,OverFifty,TotalPop,TRACTCE
"Census Tract 1.02, Grundy County, Illinois: Summary level: 140, state:17> county:063> tract:000102",2021,7960,000102
"Census Tract 1.03, Grundy County, Illinois: Summary level: 140, state:17> county:063> tract:000103",1202,6351,000103
"Census Tract 9733, Hamilton County, Illinois: Summary level: 140, state:17> county:065> tract:973300",1144,3030,973300
"Census Tract 204.01, Jo Daviess County, Illinois: Summary level: 140, state:17> county:085> tract:020401",1430,1949,020401
"Census Tract 204.02, Jo Daviess County, Illinois: Summary level: 140, state:17> county:085> tract:020402",1424,2775,020402
"Census Tract 9710, Hardin County, Illinois: Summary level: 140, state:17> county:069> tract:971000",830,2003,971000
"Census Tract 117, Jackson County, Illinois: Summary level: 140, state:17> county:077> tract:011700",571,6804,011700
"Census Tract 104.01, Jersey County, Illinois: Summary level: 140, state:17> county:083> tract:010401",2487,6360,010401
"Census Tract 104.02, Jersey County, Illinois: Summary level: 140, state:17> county:083> tract:010402",901,2153,010402
"Census Tract 9800, Johnson County, Illinois: Summary level: 140, state:17> county:087> tract:980000",346,2211,980000
"Census Tract 8528.05, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852805",2025,5661,852805
"Census Tract 8528.06, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852806",2303,7015,852806
"Census Tract 8528.07, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852807",1256,3536,852807
"Census Tract 8528.08, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852808",2663,7926,852808
"Census Tract 8529.06, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852906",1575,5776,852906
"Census Tract 8529.07, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852907",1810,7007,852907
"Census Tract 8530.05, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:853005",1632,5678,853005
"Census Tract 9631, LaSalle County, Illinois: Summary level: 140, state:17> county:099> tract:963100",1353,3302,963100
"Census Tract 9636, LaSalle County, Illinois: Summary level: 140, state:17> county:099> tract:963600",1324,3347,963600
"Census Tract 9632, LaSalle County, Illinois: Summary level: 140, state:17> county:099> tract:963200",1170,2918,963200
"Census Tract 9633, LaSalle County, Illinois: Summary level: 140, state:17> county:099> tract:963300",581,2309,963300
"Census Tract 9634, LaSalle County, Illinois: Summary level: 140, state:17> county:099> tract:963400",1598,3918,963400
"Census Tract 9635, LaSalle County, Illinois: Summary level: 140, state:17> county:099> tract:963500",1655,4622,963500
"Census Tract 8411, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:841100",3395,7072,841100
"Census Tract 6705, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:670500",405,1047,670500
"Census Tract 6719, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:671900",426,1162,671900
"Census Tract 6814, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:681400",859,2433,681400
"Census Tract 6909, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:690900",1636,4229,690900
"Census Tract 6914, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:691400",988,2901,691400
"Census Tract 7105, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:710500",1425,4283,710500
"Census Tract 7111, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:711100",1104,2310,711100
"Census Tract 7112, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:711200",2126,5007,711200
"Census Tract 7307, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:730700",859,2279,730700
"Census Tract 7704, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:770400",1629,4667,770400
"Census Tract 8023, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:802300",2135,5386,802300
"Census Tract 8027.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:802701",2442,7037,802701
"Census Tract 8028.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:802802",2208,6479,802802
"Census Tract 8095, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:809500",1283,3961,809500
"Census Tract 2909, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:290900",981,3746,290900
"Census Tract 3104, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:310400",269,1181,310400
"Census Tract 3106, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:310600",1279,4432,310600
"Census Tract 29.01, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002901",1539,3580,002901
"Census Tract 22, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002200",2170,5245,002200
"Census Tract 26.02, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002602",953,1929,002602
"Census Tract 29.03, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002903",1238,4212,002903
"Census Tract 9, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:000900",490,1748,000900
"Census Tract 10, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:001000",389,1158,001000
"Census Tract 20, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002000",1847,3794,002000
"Census Tract 30, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:003000",1275,3486,003000
"Census Tract 15, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:001500",2003,4302,001500
"Census Tract 6, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:000600",577,1843,000600
"Census Tract 18.01, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:001801",1071,2407,001801
"Census Tract 24.01, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002401",1235,2401,002401
"Census Tract 5, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:000500",1078,2836,000500
"Census Tract 12, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:001200",833,2759,001200
"Census Tract 27, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002700",792,2353,002700
"Census Tract 29.04, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002904",2471,5126,002904
"Census Tract 3, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:000300",1257,3711,000300
"Census Tract 9516, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:951600",973,2894,951600
"Census Tract 9523, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:952300",1268,3346,952300
"Census Tract 9518, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:951800",1283,4918,951800
"Census Tract 9522, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:952200",1378,3072,952200
"Census Tract 9515, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:951500",1485,3084,951500
"Census Tract 9520, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:952000",1448,4187,952000
"Census Tract 9517, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:951700",1000,2273,951700
"Census Tract 9521, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:952100",1553,3551,952100
"Census Tract 9519, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:951900",2254,4629,951900
"Census Tract 9514, Morgan County, Illinois: Summary level: 140, state:17> county:137> tract:951400",1080,2472,951400
"Census Tract 5, Stephenson County, Illinois: Summary level: 140, state:17> county:177> tract:000500",1777,3183,000500
"Census Tract 6903, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:690300",912,2454,690300
"Census Tract 6915, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:691500",656,1939,691500
"Census Tract 7101, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:710100",402,1097,710100
"Census Tract 11, Sangamon County, Illinois: Summary level: 140, state:17> county:167> tract:001100",1027,2418,001100
"Census Tract 27, Sangamon County, Illinois: Summary level: 140, state:17> county:167> tract:002700",1366,3281,002700
"Census Tract 7201, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:720100",1473,3409,720100
"Census Tract 7202, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:720200",1809,4047,720200
"Census Tract 7204, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:720400",638,1963,720400
"Census Tract 7207, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:720700",1149,3066,720700
"Census Tract 1404, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:140400",2205,6011,140400
"Census Tract 1408, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:140800",1823,6454,140800
"Census Tract 1502, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:150200",2667,7747,150200
"Census Tract 1607, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:160700",2118,6191,160700
"Census Tract 1610, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:161000",537,2151,161000
"Census Tract 1703, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:170300",1814,5350,170300
"Census Tract 1705, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:170500",1977,5593,170500
"Census Tract 1710, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:171000",3098,7328,171000
"Census Tract 8126, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:812600",1029,3320,812600
"Census Tract 8130, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:813000",1134,4008,813000
"Census Tract 8142, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:814200",1386,6655,814200
"Census Tract 8117.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:811701",1034,3902,811701
"Census Tract 8162, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:816200",1553,4009,816200
"Census Tract 8139, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:813900",1692,6792,813900
"Census Tract 8146, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:814600",1483,5758,814600
"Census Tract 8152, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:815200",1597,6762,815200
"Census Tract 8164.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:816401",956,5283,816401
"Census Tract 8168, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:816800",2217,5327,816800
"Census Tract 8169, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:816900",1792,5922,816900
"Census Tract 3511, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:351100",317,2213,351100
"Census Tract 3802, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:380200",981,1703,380200
"Census Tract 3819, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:381900",415,1267,381900
"Census Tract 4111, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:411100",671,2295,411100
"Census Tract 4202, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:420200",449,1672,420200
"Census Tract 8713.05, McHenry County, Illinois: Summary level: 140, state:17> county:111> tract:871305",2209,6309,871305
"Census Tract 8713.06, McHenry County, Illinois: Summary level: 140, state:17> county:111> tract:871306",3022,8191,871306
"Census Tract 8060.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806003",3258,8185,806003
"Census Tract 8064, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806400",927,2391,806400
"Census Tract 8065.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806501",886,2453,806501
"Census Tract 7506, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:750600",1332,3663,750600
"Census Tract 3102, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:310200",387,1652,310200
"Census Tract 6912, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:691200",776,2969,691200
"Census Tract 7001, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:700100",1059,3552,700100
"Census Tract 7106, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:710600",550,1767,710600
"Census Tract 7113, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:711300",742,1794,711300
